index,Ticker,Date,Open,Close,Volume,quarter,Asset Turnover,Current Ratio,Days Sales In Receivables,Debt/Equity Ratio,Gross Margin,Inventory Turnover Ratio,Long-term Debt / Capital,Net Profit Margin,Operating Margin,ROE - Return On Equity,Receiveable Turnover,Return On Tangible Equity,Days,MA50,MA200,Crossover,Profitable,%Change,Ticker_encoded
302698,CINF,2/28/2017,65.49,65.4,616600,1,0.0734,0.28,0.0001,0.116,15.87,0.0001,0.104,13.1976,18.9757,2.7701,0.0001,2.7701,881,65.3464,65.3522,-1,1,1.498470948,0.444444444
302803,CINF,7/28/2017,68.29,68.88,370900,3,0.0654,0.28,0.0001,0.1121,12.91,0.0001,0.1008,7.2238,10.0567,1.3558,0.0001,1.3558,1031,65.291,65.25915,1,0,0,0.444444444
302995,CINF,5/3/2018,64.83,64.74,744300,2,0.0716,0.28,0.0001,0.1123,10.79,0.0001,0.101,13.9281,17.7792,2.7413,0.0001,2.7413,1310,68.954,69.03305,-1,0,0,0.444444444
303079,CINF,8/31/2018,71.79,72.12,453100,3,0.0852,0.28,0.0001,0.1032,17.93,0.0001,0.0935,28.8773,33.0026,6.6355,0.0001,6.6355,1430,68.2318,68.1315,1,0,0,0.444444444
304408,CL,6/12/2008,27.42,27.25,4629600,2,0.3581,1.2822,42.5053,1.399,56.4921,1.2868,0.5659,12.4546,19.885,20.7759,2.1174,-86.1538,1168,27.6526,27.69205,-1,1,5.100917431,0.4
304476,CL,9/18/2008,28.64,28.73,12411600,3,0.3778,1.2554,39.744,1.4255,56.0682,1.3415,0.571,12.5376,19.8345,22.8426,2.2645,-89.969,1266,27.9906,27.94535,1,0,0,0.4
304500,CL,10/22/2008,23.21,22.12,10646800,4,0.3672,1.2568,39.1027,1.8508,55.9577,1.3482,0.6369,13.5555,21.1752,27.445,2.3016,-54.2781,1300,27.5148,27.57885,-1,0,0,0.4
304807,CL,1/11/2011,30.88,30.94,3457600,1,0.3348,0.9981,40.2679,1.4682,58.3626,1.2494,0.5499,14.4216,22.9094,23.4273,2.235,-93.0982,372,31.1072,31.09735,1,0,0,0.4
305856,CL,12/10/2015,58.78,58.82,2628300,4,0.3267,1.2405,32.9392,-148.818,58.81,1.361,1.0071,-11.7466,-3.565,956.818,2.7323,12.0527,435,59.0228,58.96975,1,0,0,0.4
305877,CL,1/12/2016,56.28,56.38,2834900,1,0.3022,1.0061,36.9857,-90.137,59.7555,1.2269,1.0126,14.168,23.0463,-786.301,2.4334,-15.9268,468,58.728,58.7392,-1,0,0,0.4
305906,CL,2/24/2016,59.91,59.35,5260200,1,0.3022,1.0061,36.9857,-90.137,59.7555,1.2269,1.0126,14.168,23.0463,-786.301,2.4334,-15.9268,511,58.4574,58.4471,1,1,6.52064027,0.4
306349,CL,11/24/2017,66.89,66.96,988500,4,0.307,1.3612,34.2241,27.0658,59.815,1.2809,0.9643,8.2991,24.666,145.268,2.6297,-10.6454,1150,67.2358,67.2405,-1,0,0,0.4
306357,CL,12/6/2017,69.15,69.05,2698300,4,0.307,1.3612,34.2241,27.0658,59.815,1.2809,0.9643,8.2991,24.666,145.268,2.6297,-10.6454,1162,67.4178,67.40455,1,1,4.750181028,0.4
306424,CL,3/15/2018,65.46,65.02,3040000,1,0.3045,1.0784,36.9715,66.4257,60.1699,1.2149,0.9848,15.8421,24.5627,671.287,2.4343,-15.9417,1261,67.578,67.62545,-1,1,3.721931713,0.4
306672,CL,3/12/2019,63.27,63.05,2502900,1,0.3015,1.0693,35.8471,-31.7191,58.8826,1.2496,1.0326,14.4181,22.6313,-285.714,2.5107,-13.8281,1623,61.1494,61.0874,1,1,5.392545599,0.4
306846,CL,11/15/2019,65.11,64.83,5146800,4,0.2671,1.0349,32.279,14.0627,60.1245,1.1436,0.9293,16.0149,23.188,122.222,2.7882,-12.1417,1871,67.5836,67.7474,-1,0,0,0.4
306907,CL,2/14/2020,75.04,75.36,2820400,1,0.2719,0.9561,34.0713,23.0088,60.166,1.2544,0.9556,17.4518,23.2365,219.355,2.6415,-12.3841,1962,69.0974,68.96645,1,0,0,0.4
306956,CL,4/27/2020,71.11,70.23,2926700,2,0.2574,0.9197,28.4296,10.0984,60.7904,1.0026,0.9039,16.2946,24.2751,92.2131,3.1657,-11.8775,2035,68.641,68.6768,-1,0,0,0.4
306983,CL,6/4/2020,70.61,69.95,4985800,2,0.2574,0.9197,28.4296,10.0984,60.7904,1.0026,0.9039,16.2946,24.2751,92.2131,3.1657,-11.8775,2073,68.731,68.5586,1,1,6.91922802,0.4
307275,CLX,1/30/2006,38.8,38.28,647400,1,0.3194,0.8126,30.0259,-6.0562,41.4866,1.7958,1.2773,9.5073,17.5454,-25.7611,2.9974,-6.1867,304,37.0214,36.98445,1,1,5.120167189,0.428571429
307651,CLX,7/30/2007,42.05,41.91,1775500,3,0.3373,0.4942,29.6368,-4.4725,42.615,2.1416,1.7583,8.9588,18.7248,-17.4254,3.0368,-5.3085,850,43.2778,43.3308,-1,1,2.099737533,0.428571429
307737,CLX,11/29/2007,44.25,44.72,1509500,4,0.2444,0.5212,30.1265,-6.7924,40.3879,1.6793,1.3319,7.7572,14.6712,-16.6065,2.9874,-3.0283,972,42.7688,42.76105,1,0,0,0.428571429
307791,CLX,2/19/2008,39.46,38.94,1349400,1,0.2848,0.7149,30.3326,-7.7966,39.7635,1.9267,1.2099,7.391,15.2254,-21.1864,2.9671,-3.5411,1054,42.5132,42.57185,-1,0,0,0.428571429
307937,CLX,9/16/2008,44.04,44.63,1954800,3,0.3017,0.7465,29.5882,-9.4698,40.6069,1.9525,1.1546,9.104,16.763,-35.1648,3.0418,-4.7708,1264,40.1936,40.05795,1,0,0,0.428571429
308259,CLX,12/27/2010,47.97,48.01,582700,4,0.2835,1.1429,33.5878,19.5806,41.7303,1.6675,0.9449,1.7812,-7.7184,-131.452,2.6795,10.3165,357,47.9912,47.99225,-1,0,0,0.428571429
308297,CLX,2/18/2011,51.23,51.73,1704000,1,0.3219,0.9773,34.4402,-30.0976,44.0951,1.6759,1.0401,11.5798,18.3282,-171.951,2.6132,-7.9036,410,48.3172,48.25405,1,1,3.614923642,0.428571429
308469,CLX,10/25/2011,52.71,52.4,703800,4,0.2846,0.8235,36.0442,-14.5528,41.5233,1.5831,1.1064,8.5995,14.6601,-52.7638,2.4969,-5.3544,659,52.0246,52.05575,-1,1,2.748091603,0.428571429
308474,CLX,11/1/2011,51.35,51.24,1531100,4,0.2846,0.8235,36.0442,-14.5528,41.5233,1.5831,1.1064,8.5995,14.6601,-52.7638,2.4969,-5.3544,666,52.1704,52.16655,1,0,0,0.428571429
308475,CLX,11/2/2011,52.31,50.57,1871500,4,0.2846,0.8235,36.0442,-14.5528,41.5233,1.5831,1.1064,8.5995,14.6601,-52.7638,2.4969,-5.3544,667,52.1672,52.181,-1,0,0,0.428571429
308542,CLX,2/9/2012,53.67,53.72,795700,1,0.3194,0.6767,35.7816,-26.8868,42.3269,1.7797,1.0724,9.4218,16.1313,-126.415,2.5153,-7.1505,766,52.374,52.3369,1,0,0,0.428571429
309528,CLX,10/10/2016,110.15,109.44,650600,4,0.3078,0.7604,32.9019,9.4407,44.7368,1.5509,0.8373,10.5974,19.3457,55.5556,2.7354,-9.1075,740,114.9464,114.98695,-1,1,5.19005848,0.428571429
309627,CLX,3/3/2017,124.77,124.53,681900,1,0.3191,0.8023,34.6107,6.0396,44.0081,1.6216,0.7748,11.6452,17.1293,42.5743,2.6004,-11.3606,884,113.4312,113.27655,1,0,0,0.428571429
309796,CLX,11/1/2017,119.43,118.66,2433900,4,0.2976,1.2174,34.0678,3.0039,43.0085,1.6336,0.7017,16.4548,17.0198,30.6579,2.6418,-20.0516,1127,121.924,121.96355,-1,0,0,0.428571429
309826,CLX,12/14/2017,135.92,135.56,756500,4,0.2976,1.2174,34.0678,3.0039,43.0085,1.6336,0.7017,16.4548,17.0198,30.6579,2.6418,-20.0516,1170,123.88,123.66045,1,0,0,0.428571429
309891,CLX,3/21/2018,119.22,116.36,1460400,1,0.2787,1.1788,35.2999,3.411,42.7818,1.7087,0.6813,11.9314,17.0732,21.6249,2.5496,-16.7438,1267,124.8386,125.15775,-1,1,4.262633207,0.428571429
309987,CLX,8/7/2018,135.38,133.97,1731400,3,0.309,1.0664,32.7063,3.7888,43.3781,1.7052,0.7714,13.4357,18.874,31.0192,2.7518,-11.3514,1406,123.082,122.908,1,1,6.486526834,0.428571429
310196,CLX,6/7/2019,153.94,151.14,1408100,2,0.318,0.9063,34.9047,4.7996,45.1137,1.7441,0.8036,14.8125,19.1764,43.1127,2.5784,-12.3971,1710,146.8204,146.86755,-1,0,0,0.428571429
310226,CLX,7/22/2019,156.27,155.93,768000,3,0.279,0.8683,33.2271,4.9745,44.0239,1.6726,0.8061,13.4794,18.9243,36.9091,2.7086,-10.4531,1755,148.3894,148.32015,1,1,1.115885333,0.428571429
310297,CLX,10/30/2019,146.56,147.49,1026000,4,0.2654,0.8612,33.7888,5.036,44.0994,1.5759,0.8048,12.7674,17.5983,33.3333,2.6636,-9.5459,1855,149.336,149.46815,-1,0,0,0.428571429
310359,CLX,1/30/2020,153.64,153.46,912100,1,0.3048,0.9755,36.6461,4.2101,46.6629,2.081,0.767,13.5166,19.069,34.6763,2.4559,-13.6235,1947,149.1368,149.1169,1,1,7.637169295,0.428571429
310739,CMA,1/31/2006,37.21,36.9,1645400,1,0.0124,1.23,0.0001,1.1824,82,0.0001,0.4436,27.6748,-4,4.0636,0.0001,4.0636,305,38.1014,38.1382,-1,0,0,0.461538462
310890,CMA,9/6/2006,38.81,38.83,685100,3,0.0117,1.23,0.0001,1.3525,82,0.0001,0.5647,29.3255,-4,3.7442,0.0001,3.7442,523,37.8884,37.81565,1,1,1.931496266,0.461538462
311122,CMA,8/9/2007,39.03,37.72,2309500,3,0.0115,1.23,0.0001,2.32,82,0.0001,0.6373,26.3081,-4,3.5517,0.0001,3.5517,860,41.5958,41.69725,-1,0,0,0.461538462
311722,CMA,12/27/2010,33.41,33.74,1225400,4,0.0105,1.09,0.0001,1.082,92.17,0.0001,0.5145,16.9912,11.92,1.6572,0.0001,1.6572,357,30.385,30.37105,1,0,0,0.461538462
311803,CMA,4/21/2011,29.24,28.93,3386500,2,0.0101,1.07,0.0001,0.8733,93.36,0.0001,0.463,17.3358,18.32,1.5899,0.0001,1.5899,472,30.215,30.24765,-1,1,6.602143104,0.461538462
312016,CMA,2/27/2012,23.39,23.75,2582300,1,0.01,1.02,0.0001,0.716,94.25,0.0001,0.4132,20.607,24.4,1.8611,0.0001,1.8611,784,22.7618,22.696,1,1,3.452631579,0.461538462
312201,CMA,11/20/2012,23.4,23.6,1813400,4,0.0102,1.01,0.0001,0.6958,95.06,0.0001,0.4047,19.4277,28.91,1.8871,0.0001,1.8871,1051,24.86,24.8731,-1,0,0,0.461538462
312245,CMA,1/25/2013,27.64,27.66,1327100,1,0.0094,1.02,0.0001,0.6807,95.2,0.0001,0.4021,21.5334,29.86,1.9176,0.0001,1.9176,1117,24.922,24.9049,1,1,8.893709328,0.461538462
312720,CMA,9/14/2015,36.1,36.1,2892500,3,0.0092,0.99,0.0001,0.421,96.58,0.0001,0.2891,20.4268,29.54,1.7843,0.0001,1.7843,348,39.5794,39.6919,-1,0,0,0.461538462
312893,CMA,5/20/2016,38.76,39.26,3214500,2,0.0093,1.01,0.0001,0.7711,96.43,0.0001,0.4349,15.5121,22.17,1.3517,0.0001,1.3517,597,35.4398,35.32345,1,0,0,0.461538462
313499,CMA,10/16/2018,76.05,75.95,4937800,4,0.012,1.03,0.0001,0.8668,92.57,0.0001,0.4626,36.3208,44.17,4.1295,0.0001,4.1295,1476,85.3412,85.4048,-1,1,4.700460829,0.461538462
313798,CMA,12/24/2019,68.05,68.05,501400,4,0.0109,1.03,0.0001,1.0018,87.74,0.0001,0.498,33.2918,40.29,3.6714,0.0001,3.6714,1910,65.2478,65.19605,1,0,0,0.461538462
313839,CMA,2/25/2020,56.75,53.83,2780700,1,0.0044,1.02,0.0001,1.3101,87.62,0.0001,0.5011,-19.174,27.89,-0.8781,0.0001,-0.8781,1973,63.1976,63.3081,-1,1,44.99349805,0.461538462
314274,CMCSA,5/15/2006,8.45,8.48,34134600,2,0.0573,0.6142,17.1378,0.6045,63.9472,0.0001,0.3692,7.7861,19.8544,0.9998,5.2516,-1.4078,409,7.4262,7.4157,1,0,0,0.25
314588,CMCSA,8/14/2007,10.21,10.06,45964800,3,0.0688,0.805,18.4835,0.7426,64.5418,0.0001,0.4201,7.197,17.8769,1.3369,4.8692,-1.5628,865,10.79,10.79865,-1,1,4.572564612,0.25
314787,CMCSA,5/29/2008,8.58,8.77,38124000,2,0.0751,0.5745,17.5202,0.806,61.0195,0.0001,0.4316,7.3892,20.4607,1.5346,5.1369,-1.5954,1154,8.2224,8.2201,1,0,0,0.25
314888,CMCSA,10/21/2008,6.28,6.12,40629800,4,0.079,0.4157,16.3838,0.7999,59.4492,0.0001,0.4265,4.6126,19.6709,1.0154,5.4932,-1.0752,1299,7.7996,7.84165,-1,0,0,0.25
315351,CMCSA,8/23/2011,8.32,8.43,51145600,3,0.0914,0.6067,25.7089,0.8715,31.899,0.0001,0.4504,6.3324,18.4183,2.4802,3.5007,-2.0584,596,9.8024,9.8168,-1,0,0,0.25
315454,CMCSA,1/20/2012,10.98,11.07,30587600,1,0.0942,0.5985,26.4895,0.7901,39.6357,0.0001,0.4232,8.2269,18.5374,3.0259,3.3976,-2.568,746,9.8726,9.8667,1,1,11.56278229,0.25
316196,CMCSA,10/1/2015,25.99,25.94,23793800,4,0.1155,0.6768,32.2494,0.9749,40.6443,0.0001,0.4758,10.2416,20.795,3.809,2.7907,-3.7195,365,26.3044,26.306,-1,0,0,0.25
316220,CMCSA,11/4/2015,28.36,27.89,27963400,4,0.1155,0.6768,32.2494,0.9749,40.6443,0.0001,0.4758,10.2416,20.795,3.809,2.7907,-3.7195,399,26.6198,26.5929,1,0,0,0.25
316268,CMCSA,1/14/2016,24.41,25.09,26038000,1,0.1101,0.7954,30.5349,1.0206,41.6871,0.0001,0.4859,11.3571,21.7616,4.0798,2.9475,-4.0332,470,26.7738,26.7825,-1,0,0,0.25
316327,CMCSA,4/11/2016,28.35,28.13,14343600,2,0.112,0.8396,31.3312,1.0052,41.5901,0.0001,0.4877,10.5247,21.1013,3.7629,2.8725,-3.7761,558,26.906,26.8456,1,0,0,0.25
316718,CMCSA,10/26/2017,33.69,34.04,58632000,4,0.1178,0.7431,36.0163,0.9294,37.8845,0.0001,0.4611,67.9456,18.7044,21.6689,2.4989,-33.5825,1121,35.8968,35.989,-1,0,0,0.25
316774,CMCSA,1/18/2018,38.69,39.44,21817300,1,0.1194,0.9778,34.5887,0.9435,38.8223,0.0001,0.4738,13.6808,20.3809,4.4916,2.602,-7.1951,1205,36.4966,36.43105,1,0,0,0.25
316821,CMCSA,3/27/2018,31.71,31.09,31011300,1,0.1194,0.9778,34.5887,0.9435,38.8223,0.0001,0.4738,13.6808,20.3809,4.4916,2.602,-7.1951,1273,36.3416,36.3574,-1,1,6.336442586,0.25
316945,CMCSA,9/21/2018,36.17,36.13,57634200,3,0.1103,1.1824,36.5245,1.0075,40.5692,0.0001,0.4907,13.0382,21.8478,4.003,2.4641,-6.8347,1451,34.0216,33.9617,1,0,0,0.25
317316,CMCSA,3/16/2020,34.04,35.42,41485700,1,0.1014,0.8726,36.529,1.3136,37.7842,0.0001,0.561,8.0687,18.2344,2.6865,2.4638,-2.8341,1993,42.9026,42.96305,-1,0,0,0.25
317418,CMCSA,8/10/2020,42.35,42.8,16375000,3,0.0949,0.9274,36.3426,1.2515,34.8896,0.0001,0.5456,7.9077,15.9643,2.3193,2.4764,-2.7016,2140,40.769,40.74265,1,1,7.38317757,0.25
318020,CME,6/29/2007,67.22,66.46,1907000,2,0.062,1.4205,43.303,0.0001,100,0.0001,0.0001,38.2588,58.4312,7.2311,2.0784,7.2311,819,65.9376,65.94445,-1,0,0,0.076923077
318027,CME,7/11/2007,69.35,72.14,22480000,3,0.0288,1.2069,31.6633,0.0136,100,0.0001,0.0001,35.6625,61.1043,1.6643,2.8424,-7.5241,831,66.4276,66.36715,1,0,0,0.076923077
318190,CME,3/4/2008,63.75,62.73,5229000,1,0.0325,1.4562,36.2795,0.0125,100,0.0001,0.0001,45.3528,63.9738,2.1515,2.4807,-16.4315,1068,73.2192,73.3786,-1,0,0,0.076923077
318642,CME,12/16/2010,42.18,42.67,1998000,4,0.0218,1.1268,35.0826,0.1259,100,0.0001,0.095,25.7076,60.0629,0.9791,2.5654,-2.3333,346,38.525,38.40975,1,0,0,0.076923077
318767,CME,6/16/2011,36.21,36.79,2663500,2,0.0236,1.2283,41.4195,0.1007,100,0.0001,0.0915,35.0352,63.76,1.4142,2.1729,-3.94,528,38.8584,38.95315,-1,0,0,0.076923077
318951,CME,3/9/2012,38.15,38.15,1872000,1,0.0197,1.1535,41.828,0.0978,100,0.0001,0.0891,34.4178,58.2494,1.2358,2.1517,-3.9414,795,35.5366,35.4865,1,0,0,0.076923077
319670,CME,10/16/2015,73.33,73.44,1121200,4,0.0121,1.0293,39.5699,0.1085,100,0.0001,0.0979,35.8442,57.7415,1.4193,2.2745,-4.3341,380,75.6408,75.697,-1,0,0,0.076923077
319704,CME,12/4/2015,78.28,81.42,1992900,4,0.0121,1.0293,39.5699,0.1085,100,0.0001,0.0979,35.8442,57.7415,1.4193,2.2745,-4.3341,429,76.8154,76.7858,1,0,0,0.076923077
319740,CME,1/28/2016,73.83,73.76,2107400,1,0.0136,1.0371,37.5048,0.107,100,0.0001,0.0966,39.3706,61.4322,1.7648,2.3997,-5.7318,484,76.4246,76.4662,-1,0,0,0.076923077
319779,CME,3/24/2016,82,81.13,1468900,1,0.0136,1.0371,37.5048,0.107,100,0.0001,0.0966,39.3706,61.4322,1.7648,2.3997,-5.7318,540,77.261,77.18355,1,0,0,0.076923077
320542,CME,4/5/2019,162.84,163.22,1668100,2,0.0181,1.0464,41.984,0.1538,100,0.0001,0.1333,40.3709,54.8912,1.943,2.1437,-7.5739,1647,166.5806,166.6148,-1,0,0,0.076923077
320582,CME,6/4/2019,186.53,187.08,1344800,2,0.0181,1.0464,41.984,0.1538,100,0.0001,0.1333,40.3709,54.8912,1.943,2.1437,-7.5739,1707,170.3022,170.22165,1,1,5.07804148,0.076923077
320784,CME,3/23/2020,155.6,137.57,3848600,1,0.011,1.0135,47.2853,0.1331,100,0.0001,0.1175,50.3384,63.0642,2.8828,1.9033,-12.1387,2000,198.6604,198.92195,-1,0,0,0.076923077
324889,CMI,2/4/2008,35.05,37.28,4339300,1,0.4028,1.7932,57.6166,0.1932,20.3512,1.4742,0.1381,5.4692,9.1825,5.5987,1.5621,6.6164,1039,41.3306,41.42385,-1,0,0,0.571428571
324966,CMI,5/23/2008,51.69,50.83,2321600,2,0.4341,1.8433,55.0373,0.1715,22.6138,1.5634,0.1326,7.5379,12.0401,8.0898,1.6353,9.5092,1148,42.9642,42.8288,1,0,0,0.571428571
325062,CMI,10/9/2008,27.47,24.52,4707200,4,0.386,1.7859,48.7774,0.192,16.2409,1.5446,0.1531,1.3078,3.1022,1.6954,1.8451,2.038,1287,43.6382,43.71455,-1,1,45.10603589,0.571428571
325508,CMI,7/19/2011,82.15,83.77,2147600,3,0.408,1.8776,51.8677,0.1286,25.6809,1.498,0.1071,9.7709,13.8132,8.5137,1.7352,9.4722,561,80.9954,81.1503,-1,1,14.26525009,0.571428571
325649,CMI,2/8/2012,94.76,94.79,1934900,1,0.369,2.0157,54.0161,0.1074,26.7889,1.3745,0.0928,10.1744,14.4902,7.4709,1.6662,8.2379,765,77.5978,77.42165,1,0,0,0.571428571
325745,CMI,6/26/2012,71.84,71.57,1869300,2,0.3658,2.0297,52.965,0.1233,27.1788,1.2561,0.0921,10.5346,14.5553,7.6899,1.6992,8.4993,904,81.567,81.78475,-1,0,0,0.571428571
325874,CMI,1/2/2013,89.91,91.41,2674100,1,0.3075,2.2168,57.2769,0.114,24.4008,1.2421,0.0946,7.1902,10.5558,4.4287,1.5713,5.004,1094,80.8536,80.5352,1,1,4.736899683,0.571428571
326518,CMI,4/22/2016,99.8,101.05,2773500,2,0.3015,1.8386,60.0861,0.26,26.4355,1.1991,0.1832,8.9664,12.5221,5.9347,1.4979,6.6865,569,91.861,91.5162,1,1,1.029193469,0.571428571
327011,CMI,4/9/2018,145.65,144.25,1306900,2,0.3242,1.6112,60.1027,0.3005,23.4834,1.3183,0.1596,8.8878,11.7743,6.761,1.4974,8.9717,1286,152.8852,152.96905,-1,1,2.800693241,0.571428571
327229,CMI,2/20/2019,145.38,146.58,1497900,1,0.3025,1.5701,60.3348,0.2774,25.5163,1.1487,0.1553,11.0426,13.3078,7.6659,1.4917,9.9747,1603,133.0282,132.86495,1,1,4.673215991,0.571428571
327388,CMI,10/7/2019,151.65,151.09,831900,4,0.2826,1.4995,59.2148,0.2796,23.5389,1.2235,0.157,5.3783,6.3464,3.5204,1.5199,4.8251,1832,149.6248,149.7148,-1,0,0,0.571428571
327400,CMI,10/23/2019,168.02,169.14,971300,4,0.2826,1.4995,59.2148,0.2796,23.5389,1.2235,0.157,5.3783,6.3464,3.5204,1.5199,4.8251,1848,151.8992,151.80535,1,1,2.743289583,0.571428571
327495,CMI,3/11/2020,139.07,138.25,2210700,1,0.2496,1.4022,62.9515,0.4179,25.8232,1.0386,0.1646,10.1976,12.6522,6.5852,1.4297,9.1508,1988,160.6234,160.94395,-1,0,0,0.571428571
327569,CMI,6/25/2020,163.61,167.68,1245100,2,0.1896,1.4219,80.3972,0.4724,23.1049,0.8104,0.1678,7.1651,8.7227,3.3087,1.1194,4.6149,2094,160.022,159.7122,1,1,17.42008588,0.571428571
327996,CMS,9/1/2006,9.33,9.4,1176900,3,0.086,1.9218,39.0606,3.2658,51.4752,0.4112,0.7577,-7.9969,-3.5714,-4.9209,2.3041,-4.9866,518,8.735,8.72685,1,1,1.489361702,0.333333333
328233,CMS,8/14/2007,10.27,10.06,1897500,3,0.0896,1.5092,44.7192,2.9894,43.9158,0.4765,0.7183,6.3963,16.5367,3.6972,2.0126,3.6972,865,10.88,10.8985,-1,0,0,0.333333333
328334,CMS,1/8/2008,11.03,10.93,2584900,1,0.1533,1.2923,38.1181,3.0834,32.7381,1.8181,0.7294,4.6703,11.63,4.898,2.3611,4.898,1012,11.037,11.03225,1,0,0,0.333333333
328352,CMS,2/4/2008,10.34,10.47,3824300,1,0.1533,1.2923,38.1181,3.0834,32.7381,1.8181,0.7294,4.6703,11.63,4.898,2.3611,4.898,1039,10.9174,10.91925,-1,1,14.99522445,0.333333333
329533,CMS,10/11/2013,21.22,21.68,3936700,4,0.0997,1.2987,47.9032,2.2833,49.2512,1,0.6747,5.8756,15.2074,2.9218,1.8788,2.9218,1376,21.3806,21.40835,-1,0,0,0.333333333
329843,CMS,10/5/2015,30.71,30.71,2684500,4,0.0743,1.0078,46.8191,2.3831,54.672,0.8792,0.6818,7.0245,17.23,2.6918,1.9223,2.6918,369,29.1418,29.1376,1,0,0,0.333333333
330122,CMS,11/10/2016,35.82,35.25,3428000,4,0.0758,0.8588,45.7134,2.3389,56.3415,1.1438,0.671,4.6951,17.0732,1.8182,1.9688,1.8182,771,36.9592,36.98895,-1,0,0,0.333333333
330189,CMS,2/17/2017,38.83,38.88,1828000,1,0.0846,1.1501,38.7261,2.2793,55.8229,1.9012,0.6769,10.8803,21.2138,4.5155,2.324,4.5155,870,37.5518,37.5485,1,1,3.729423868,0.333333333
330432,CMS,2/6/2018,38.89,38.75,5312200,1,0.0854,0.8892,46.7742,2.2379,53.2002,2.0539,0.6622,12.34,18.5868,5.2018,1.9241,5.2018,1224,42.9432,42.97635,-1,0,0,0.333333333
330537,CMS,7/9/2018,45.47,43.69,2744400,3,0.0669,0.6897,40.8068,2.3389,58.349,0.8988,0.6514,10.5691,18.3865,3.5311,2.2055,3.5311,1377,42.4142,42.40815,1,1,7.209887846,0.333333333
330988,CMS,4/23/2020,58.52,58.04,2049900,2,0.0505,1.131,47.2141,2.8994,63.8947,1.0296,0.7197,9.4248,18.9189,2.609,1.9062,2.609,2031,60.3688,60.5197,-1,0,0,0.333333333
331073,CMS,8/24/2020,60.05,60.46,1362400,3,0.0538,0.8336,38.2286,2.5661,62.7937,0.9171,0.6934,13.8413,23.4286,3.5605,2.3543,3.5605,2154,60.0096,59.9688,1,0,0,0.333333333
331353,CNC,4/3/2006,7.25,7.2,2122000,2,0.6182,1.2713,17.599,0.4425,16.3029,0.0001,0.3054,1.0024,1.2732,1.3274,5.1139,3.5859,367,6.8632,6.8492,1,0,0,0.315789474
331417,CNC,7/5/2006,5.9,5.88,1431200,3,0.7756,1.1212,12.2768,0.554,18.1428,0.0001,0.3551,-11.2781,-10.5436,-23.2729,7.3309,-46.0984,460,6.429,6.43085,-1,1,25,0.315789474
331531,CNC,12/14/2006,6.2,6.27,1318400,4,0.2691,1.1646,27.7965,0.538,6.9964,0.0001,0.3485,5.744,29.0177,22.9953,3.2378,41.4737,622,5.7162,5.68735,1,0,0,0.315789474
331654,CNC,6/14/2007,5.19,5.08,3978800,2,0.6931,0.9767,14.0357,0.5144,15.9456,0.0001,0.3386,2.4435,1.9285,2.6021,6.4122,4.2353,804,5.5294,5.54185,-1,0,0,0.315789474
331761,CNC,11/14/2007,5.78,5.88,2154000,4,0.5591,0.9169,11.4072,0.4996,15.5874,0.0001,0.3321,0.2349,0.2391,0.6756,7.8898,1.0587,957,5.497,5.4881,1,1,17.17687075,0.315789474
331843,CNC,3/14/2008,4.49,4.32,3566800,1,0.684,0.9504,9.4095,0.4879,16.9134,0.0001,0.3275,3.2883,4.6586,5.6252,9.5648,8.6093,1078,5.5508,5.5545,-1,0,0,0.315789474
331962,CNC,9/3/2008,5.74,5.72,2938800,3,0.6322,1.0626,15.7601,0.5234,17.5333,0.0001,0.3433,2.1253,3.7169,3.7898,5.7106,6.2264,1251,5.1678,5.1601,1,0,0,0.315789474
332026,CNC,12/3/2008,4.11,4.31,3106800,4,0.6221,1.0396,9.2248,0.5284,17.3703,0.0001,0.3455,2.3731,3.9291,4.6414,9.7563,7.2634,1342,4.7538,4.76155,-1,0,0,0.315789474
332481,CNC,9/23/2011,7.3,7.4,1525600,3,0.639,1.0493,9.6403,0.3886,14.7063,0.0001,0.278,2.2263,3.7286,3.1206,9.3358,4.7551,627,7.7954,7.8044,-1,0,0,0.315789474
332531,CNC,12/5/2011,9.65,9.67,2473600,4,0.6292,1.1222,10.2829,0.3754,15.3611,0.0001,0.2711,2.1851,4.416,4.1182,8.7524,6.1505,700,8.1544,8.1475,1,1,14.68459152,0.315789474
332663,CNC,6/14/2012,6.7,7.05,6990000,2,0.8617,1.0379,17.0639,0.4312,7.0757,0.0001,0.2996,-1.6581,-2.2147,-4.0963,5.2743,-5.8026,892,9.6166,9.67785,-1,0,0,0.315789474
332781,CNC,12/4/2012,11.27,11.35,3232800,4,0.663,1.1436,12.3071,0.565,17.0112,0.0001,0.3596,0.5004,8.0582,9.639,7.3129,13.5754,1065,9.889,9.87405,1,0,0,0.315789474
333302,CNC,9/29/2015,26.33,26.43,5659400,3,0.795,1.0093,19.8059,0.624,12.0426,0.0001,0.3833,1.5977,3.1438,4.53,4.5441,8.9166,363,32.7334,32.7606,-1,0,0,0.315789474
333468,CNC,5/26/2016,30.68,30.5,3446200,2,0.5589,0.891,28.8079,0.8112,13.7561,0.0001,0.3971,1.5601,3.4597,3.0686,3.1241,-21.9072,603,30.1346,30.0944,1,1,17.37704918,0.315789474
